,open,high,low,close,volume
2023-06-07 15:23:00,1852.19,1852.99,1851.28,1852.48,20.236
2023-06-07 15:24:00,1852.42,1853.13,1300.0,1848.27,19.08235
2023-06-07 15:25:00,1847.51,1851.51,1846.71,1851.51,36.15527
2023-06-07 15:26:00,1851.72,1853.9,1851.72,1853.63,16.39857
2023-06-07 15:27:00,1852.58,1855.89,1846.62,1855.73,31.21397
2023-06-07 15:28:00,1854.76,1856.08,1854.68,1856.08,12.75438
2023-06-07 15:29:00,1856.16,1857.49,1853.75,1857.06,25.73853
2023-06-07 15:30:00,1856.4,1856.4,1800.0,1800.0,31.81646
2023-06-07 15:31:00,1800.0,1851.92,1800.0,1850.83,20.18388
2023-06-07 15:32:00,1850.89,1852.0,1848.34,1852.0,26.86155
2023-06-07 15:33:00,1852.22,1854.0,1851.74,1851.77,13.94613
2023-06-07 15:34:00,1851.85,1853.62,1849.74,1849.8,30.94394
2023-06-07 15:35:00,1849.73,1850.27,1848.57,1849.15,14.66196
2023-06-07 15:36:00,1848.62,1850.23,1846.55,1850.23,19.02571
2023-06-07 15:37:00,1850.24,1850.78,1842.27,1844.02,22.87322
2023-06-07 15:38:00,1844.18,1844.97,1839.72,1839.86,24.55388
2023-06-07 15:39:00,1840.01,1842.8,1840.01,1840.59,20.67456
2023-06-07 15:40:00,1840.04,1844.3,1838.84,1844.3,19.6588
2023-06-07 15:41:00,1844.68,1844.68,1840.6,1842.26,18.28878
2023-06-07 15:42:00,1842.26,1846.06,1840.53,1845.64,32.16782
2023-06-07 15:43:00,1845.38,1846.24,1844.74,1844.8,23.87681
2023-06-07 15:44:00,1844.92,1846.41,1844.73,1846.03,17.27587
2023-06-07 15:45:00,1845.63,1846.85,1844.04,1846.85,31.88764
2023-06-07 15:46:00,1847.23,1847.24,1843.0,1843.0,9.27956
2023-06-07 15:47:00,1843.0,1843.0,1840.81,1842.23,14.13475
2023-06-07 15:48:00,1842.25,1842.75,1840.81,1841.0,17.67208
